592 9624
274 437 -154.3209876543
275 136 10.2880658436
275 137 18.0041152263
275 138 10.2880658436
275 139 -30.8641975309
275 140 -30.8641975309
275 142 10.2880658436
275 143 18.0041152263
275 144 -10.2880658436
275 166 154.3209876543
275 167 -66.8724279835
275 272 -30.8641975309
275 273 -30.8641975309
275 275 586.4197530864
275 278 -30.8641975309
275 279 30.8641975309
275 299 -66.8724279835
275 300 154.3209876543
275 302 -267.4897119342
275 305 -66.8724279835
275 306 -154.3209876543
275 406 -10.2880658436
275 407 18.0041152263
275 408 10.2880658436
275 409 30.8641975309
275 410 -30.8641975309
275 412 -10.2880658436
275 413 18.0041152263
275 414 -10.2880658436
275 436 -154.3209876543
275 437 -66.8724279835
276 136 -77.1604938272
276 137 -10.2880658436
276 138 -33.4362139918
276 141 -30.8641975309
276 142 77.1604938272
276 143 10.2880658436
276 144 -33.4362139918
276 168 36.0082304527
276 272 -72.0164609053
276 273 -133.7448559671
276 276 586.4197530864
276 278 72.0164609053
276 279 -133.7448559671
276 299 154.3209876543
276 300 -66.8724279835
276 303 -61.7283950617
276 305 -154.3209876543
276 306 -66.8724279835
276 406 77.1604938272
276 407 -10.2880658436
276 408 -33.4362139918
276 411 -30.8641975309
276 412 -77.1604938272
276 413 10.2880658436
276 414 -33.4362139918
276 438 36.0082304527
277 142 -133.7448559671
277 143 30.8641975309
277 274 -30.8641975309
277 277 390.9465020576
277 280 -30.8641975309
277 304 -61.7283950617
277 412 -133.7448559671
277 413 -30.8641975309
278 142 72.0164609053
278 143 -30.8641975309
278 275 -30.8641975309
278 276 72.0164609053
278 278 390.9465020576
278 281 -30.8641975309
278 282 -72.0164609053
278 305 -267.4897119342
278 412 -72.0164609053
278 413 -30.8641975309
279 144 -30.8641975309
279 275 30.8641975309
279 276 -133.7448559671
279 279 390.9465020576
279 281 -30.8641975309
279 282 -133.7448559671
279 306 -61.7283950617
279 414 -30.8641975309
280 142 -33.4362139918
280 143 -10.2880658436
280 144 -77.1604938272
280 145 -133.7448559671
280 146 -72.0164609053
280 148 -33.4362139918
280 149 -10.2880658436
280 150 77.1604938272
280 172 -66.8724279835
280 173 154.3209876543
280 277 -30.8641975309
280 280 586.4197530864
280 283 -30.8641975309
280 304 36.0082304527
280 307 -61.7283950617
280 310 36.0082304527
280 412 -33.4362139918
280 413 10.2880658436
280 414 77.1604938272
280 415 -133.7448559671
280 416 72.0164609053
280 418 -33.4362139918
280 419 10.2880658436
280 420 -77.1604938272
280 442 -66.8724279835
280 443 -154.3209876543
281 142 10.2880658436
281 143 18.0041152263
281 144 10.2880658436
281 145 -30.8641975309
281 146 -30.8641975309
281 148 10.2880658436
281 149 18.0041152263
281 150 -10.2880658436
281 172 154.3209876543
281 173 -66.8724279835
281 278 -30.8641975309
281 279 -30.8641975309
281 281 586.4197530864
281 284 -30.8641975309
281 285 30.8641975309
281 305 -66.8724279835
281 306 154.3209876543
281 308 -267.4897119342
281 311 -66.8724279835
281 312 -154.3209876543
281 412 -10.2880658436
281 413 18.0041152263
281 414 10.2880658436
281 415 30.8641975309
281 416 -30.8641975309
281 418 -10.2880658436
281 419 18.0041152263
281 420 -10.2880658436
281 442 -154.3209876543
281 443 -66.8724279835
282 142 -77.1604938272
282 143 -10.2880658436
282 144 -33.4362139918
282 147 -30.8641975309
282 148 77.1604938272
282 149 10.2880658436
282 150 -33.4362139918
282 174 36.0082304527
282 278 -72.0164609053
282 279 -133.7448559671
282 282 586.4197530864
282 284 72.0164609053
282 285 -133.7448559671
282 305 154.3209876543
282 306 -66.8724279835
282 309 -61.7283950617
282 311 -154.3209876543
282 312 -66.8724279835
282 412 77.1604938272
282 413 -10.2880658436
282 414 -33.4362139918
282 417 -30.8641975309
282 418 -77.1604938272
282 419 10.2880658436
282 420 -33.4362139918
282 444 36.0082304527
283 148 -133.7448559671
283 149 30.8641975309
283 280 -30.8641975309
283 283 390.9465020576
283 286 -30.8641975309
283 310 -61.7283950617
283 418 -133.7448559671
283 419 -30.8641975309
284 148 72.0164609053
284 149 -30.8641975309
284 281 -30.8641975309
284 282 72.0164609053
284 284 390.9465020576
284 287 -30.8641975309
284 288 -72.0164609053
284 311 -267.4897119342
284 418 -72.0164609053
284 419 -30.8641975309
285 150 -30.8641975309
285 281 30.8641975309
285 282 -133.7448559671
285 285 390.9465020576
285 287 -30.8641975309
285 288 -133.7448559671
285 312 -61.7283950617
285 420 -30.8641975309
286 148 -33.4362139918
286 149 -10.2880658436
286 150 -77.1604938272
286 151 -133.7448559671
286 152 -72.0164609053
286 154 -33.4362139918
286 155 -10.2880658436
286 156 77.1604938272
286 178 -66.8724279835
286 179 154.3209876543
286 283 -30.8641975309
286 286 586.4197530864
286 289 -30.8641975309
286 310 36.0082304527
286 313 -61.7283950617
286 316 36.0082304527
286 418 -33.4362139918
286 419 10.2880658436
286 420 77.1604938272
286 421 -133.7448559671
286 422 72.0164609053
286 424 -33.4362139918
286 425 10.2880658436
286 426 -77.1604938272
286 448 -66.8724279835
286 449 -154.3209876543
287 148 10.2880658436
287 149 18.0041152263
287 150 10.2880658436
287 151 -30.8641975309
287 152 -30.8641975309
287 154 10.2880658436
287 155 18.0041152263
287 156 -10.2880658436
287 178 154.3209876543
287 179 -66.8724279835
287 284 -30.8641975309
287 285 -30.8641975309
287 287 586.4197530864
287 290 -30.8641975309
287 291 30.8641975309
287 311 -66.8724279835
287 312 154.3209876543
287 314 -267.4897119342
287 317 -66.8724279835
287 318 -154.3209876543
287 418 -10.2880658436
287 419 18.0041152263
287 420 10.2880658436
287 421 30.8641975309
287 422 -30.8641975309
287 424 -10.2880658436
287 425 18.0041152263
287 426 -10.2880658436
287 448 -154.3209876543
287 449 -66.8724279835
288 148 -77.1604938272
288 149 -10.2880658436
288 150 -33.4362139918
288 153 -30.8641975309
288 154 77.1604938272
288 155 10.2880658436
288 156 -33.4362139918
288 180 36.0082304527
288 284 -72.0164609053
288 285 -133.7448559671
288 288 586.4197530864
288 290 72.0164609053
288 291 -133.7448559671
288 311 154.3209876543
288 312 -66.8724279835
288 315 -61.7283950617
288 317 -154.3209876543
288 318 -66.8724279835
288 418 77.1604938272
288 419 -10.2880658436
288 420 -33.4362139918
288 423 -30.8641975309
288 424 -77.1604938272
288 425 10.2880658436
288 426 -33.4362139918
288 450 36.0082304527
289 154 -133.7448559671
289 155 30.8641975309
289 286 -30.8641975309
289 289 390.9465020576
289 292 -30.8641975309
289 316 -61.7283950617
289 424 -133.7448559671
289 425 -30.8641975309
290 154 72.0164609053
290 155 -30.8641975309
290 287 -30.8641975309
290 288 72.0164609053
290 290 390.9465020576
290 293 -30.8641975309
290 294 -72.0164609053
290 317 -267.4897119342
290 424 -72.0164609053
290 425 -30.8641975309
291 156 -30.8641975309
291 287 30.8641975309
291 288 -133.7448559671
291 291 390.9465020576
291 293 -30.8641975309
291 294 -133.7448559671
291 318 -61.7283950617
291 426 -30.8641975309
292 154 -33.4362139918
292 155 -10.2880658436
292 156 -77.1604938272
292 157 -66.8724279835
292 158 -36.0082304527
292 159 36.0082304527
292 184 -33.4362139918
292 185 77.1604938272
292 186 10.2880658436
292 289 -30.8641975309
292 292 293.2098765432
292 316 36.0082304527
292 319 -30.8641975309
292 424 -33.4362139918
292 425 10.2880658436
292 426 77.1604938272
292 427 -66.8724279835
292 428 36.0082304527
292 429 -36.0082304527
292 454 -33.4362139918
292 455 -77.1604938272
292 456 -10.2880658436
293 154 10.2880658436
293 155 18.0041152263
293 156 10.2880658436
293 157 -15.4320987654
293 158 -15.4320987654
293 184 77.1604938272
293 185 -33.4362139918
293 186 -10.2880658436
293 290 -30.8641975309
293 291 -30.8641975309
293 293 293.2098765432
293 294 -51.4403292181
293 317 -66.8724279835
293 318 154.3209876543
293 320 -133.7448559671
293 321 -72.0164609053
293 424 -10.2880658436
293 425 18.0041152263
293 426 10.2880658436
293 427 15.4320987654
293 428 -15.4320987654
293 454 -77.1604938272
293 455 -33.4362139918
293 456 -10.2880658436
294 154 -77.1604938272
294 155 -10.2880658436
294 156 -33.4362139918
294 157 15.4320987654
294 159 -15.4320987654
294 184 -10.2880658436
294 185 10.2880658436
294 186 18.0041152263
294 290 -72.0164609053
294 291 -133.7448559671
294 293 -51.4403292181
294 294 293.2098765432
294 317 154.3209876543
294 318 -66.8724279835
294 320 -30.8641975309
294 321 -30.8641975309
294 424 77.1604938272
294 425 -10.2880658436
294 426 -33.4362139918
294 427 -15.4320987654
294 429 -15.4320987654
294 454 10.2880658436
294 455 10.2880658436
294 456 18.0041152263
295 160 -133.7448559671
295 162 30.8641975309
295 268 -30.8641975309
295 295 390.9465020576
295 298 -61.7283950617
295 322 -30.8641975309
295 430 -133.7448559671
295 432 -30.8641975309
296 161 -30.8641975309
296 269 -133.7448559671
296 270 30.8641975309
296 296 390.9465020576
296 299 -61.7283950617
296 323 -133.7448559671
296 324 -30.8641975309
296 431 -30.8641975309
297 160 72.0164609053
297 162 -30.8641975309
297 269 72.0164609053
297 270 -30.8641975309
297 297 390.9465020576
297 300 -267.4897119342
297 323 -72.0164609053
297 324 -30.8641975309
297 430 -72.0164609053
297 432 -30.8641975309
298 136 -66.8724279835
298 137 -154.3209876543
298 160 -66.8724279835
298 162 -154.3209876543
298 163 -267.4897119342
298 166 -66.8724279835
298 168 154.3209876543
298 190 -66.8724279835
298 191 154.3209876543
298 268 36.0082304527
298 271 -61.7283950617
298 274 36.0082304527
298 295 -61.7283950617
298 298 1172.8395061728
298 301 -61.7283950617
298 322 36.0082304527
298 325 -61.7283950617
298 328 36.0082304527
298 406 -66.8724279835
298 407 154.3209876543
298 430 -66.8724279835
298 432 154.3209876543
298 433 -267.4897119342
298 436 -66.8724279835
298 438 -154.3209876543
298 460 -66.8724279835
298 461 -154.3209876543
299 136 -154.3209876543
299 137 -66.8724279835
299 161 36.0082304527
299 164 -61.7283950617
299 167 36.0082304527
299 190 154.3209876543
299 191 -66.8724279835
299 269 -66.8724279835
299 270 -154.3209876543
299 272 -267.4897119342
299 275 -66.8724279835
299 276 154.3209876543
299 296 -61.7283950617
299 299 1172.8395061728
299 302 -61.7283950617
299 323 -66.8724279835
299 324 154.3209876543
299 326 -267.4897119342
299 329 -66.8724279835
299 330 -154.3209876543
299 406 154.3209876543
299 407 -66.8724279835
299 431 36.0082304527
299 434 -61.7283950617
299 437 36.0082304527
299 460 -154.3209876543
299 461 -66.8724279835
300 138 36.0082304527
300 160 -154.3209876543
300 162 -66.8724279835
300 165 -61.7283950617
300 166 154.3209876543
300 168 -66.8724279835
300 192 36.0082304527
300 269 -154.3209876543
300 270 -66.8724279835
300 273 -61.7283950617
300 275 154.3209876543
300 276 -66.8724279835
300 297 -267.4897119342
300 300 1172.8395061728
300 303 -267.4897119342
300 323 154.3209876543
300 324 -66.8724279835
300 327 -61.7283950617
300 329 -154.3209876543
300 330 -66.8724279835
300 408 36.0082304527
300 430 154.3209876543
300 432 -66.8724279835
300 435 -61.7283950617
300 436 -154.3209876543
300 438 -66.8724279835
300 462 36.0082304527
301 166 -267.4897119342
301 274 -61.7283950617
301 298 -61.7283950617
301 301 781.8930041152
301 304 -61.7283950617
301 328 -61.7283950617
301 436 -267.4897119342
302 167 -61.7283950617
302 275 -267.4897119342
302 299 -61.7283950617
302 302 781.8930041152
302 305 -61.7283950617
302 329 -267.4897119342
302 437 -61.7283950617
303 168 -61.7283950617
303 276 -61.7283950617
303 300 -267.4897119342
303 303 781.8930041152
303 306 -267.4897119342
303 330 -61.7283950617
303 438 -61.7283950617
304 142 -66.8724279835
304 143 -154.3209876543
304 166 -66.8724279835
304 168 -154.3209876543
304 169 -267.4897119342
304 172 -66.8724279835
304 174 154.3209876543
304 196 -66.8724279835
304 197 154.3209876543
304 274 36.0082304527
304 277 -61.7283950617
304 280 36.0082304527
304 301 -61.7283950617
304 304 1172.8395061728
304 307 -61.7283950617
304 328 36.0082304527
304 331 -61.7283950617
304 334 36.0082304527
304 412 -66.8724279835
304 413 154.3209876543
304 436 -66.8724279835
304 438 154.3209876543
304 439 -267.4897119342
304 442 -66.8724279835
304 444 -154.3209876543
304 466 -66.8724279835
304 467 -154.3209876543
305 142 -154.3209876543
305 143 -66.8724279835
305 167 36.0082304527
305 170 -61.7283950617
305 173 36.0082304527
305 196 154.3209876543
305 197 -66.8724279835
305 275 -66.8724279835
305 276 -154.3209876543
305 278 -267.4897119342
305 281 -66.8724279835
305 282 154.3209876543
305 302 -61.7283950617
305 305 1172.8395061728
305 308 -61.7283950617
305 329 -66.8724279835
305 330 154.3209876543
305 332 -267.4897119342
305 335 -66.8724279835
305 336 -154.3209876543
305 412 154.3209876543
305 413 -66.8724279835
305 437 36.0082304527
305 440 -61.7283950617
305 443 36.0082304527
305 466 -154.3209876543
305 467 -66.8724279835
306 144 36.0082304527
306 166 -154.3209876543
306 168 -66.8724279835
306 171 -61.7283950617
306 172 154.3209876543
306 174 -66.8724279835
306 198 36.0082304527
306 275 -154.3209876543
306 276 -66.8724279835
306 279 -61.7283950617
306 281 154.3209876543
306 282 -66.8724279835
306 303 -267.4897119342
306 306 1172.8395061728
306 309 -267.4897119342
306 329 154.3209876543
306 330 -66.8724279835
306 333 -61.7283950617
306 335 -154.3209876543
306 336 -66.8724279835
306 414 36.0082304527
306 436 154.3209876543
306 438 -66.8724279835
306 441 -61.7283950617
306 442 -154.3209876543
306 444 -66.8724279835
306 468 36.0082304527
307 172 -267.4897119342
307 280 -61.7283950617
307 304 -61.7283950617
307 307 781.8930041152
307 310 -61.7283950617
307 334 -61.7283950617
307 442 -267.4897119342
308 173 -61.7283950617
308 281 -267.4897119342
308 305 -61.7283950617
308 308 781.8930041152
308 311 -61.7283950617
308 335 -267.4897119342
308 443 -61.7283950617
309 174 -61.7283950617
309 282 -61.7283950617
309 306 -267.4897119342
309 309 781.8930041152
309 312 -267.4897119342
309 336 -61.7283950617
309 444 -61.7283950617
310 148 -66.8724279835
310 149 -154.3209876543
310 172 -66.8724279835
310 174 -154.3209876543
310 175 -267.4897119342
310 178 -66.8724279835
310 180 154.3209876543
310 202 -66.8724279835
310 203 154.3209876543
310 280 36.0082304527
310 283 -61.7283950617
310 286 36.0082304527
310 307 -61.7283950617
310 310 1172.8395061728
310 313 -61.7283950617
310 334 36.0082304527
310 337 -61.7283950617
310 340 36.0082304527
310 418 -66.8724279835
310 419 154.3209876543
310 442 -66.8724279835
310 444 154.3209876543
310 445 -267.4897119342
310 448 -66.8724279835
310 450 -154.3209876543
310 472 -66.8724279835
310 473 -154.3209876543
311 148 -154.3209876543
311 149 -66.8724279835
311 173 36.0082304527
311 176 -61.7283950617
311 179 36.0082304527
311 202 154.3209876543
311 203 -66.8724279835
311 281 -66.8724279835
311 282 -154.3209876543
311 284 -267.4897119342
311 287 -66.8724279835
311 288 154.3209876543
311 308 -61.7283950617
311 311 1172.8395061728
311 314 -61.7283950617
311 335 -66.8724279835
311 336 154.3209876543
311 338 -267.4897119342
311 341 -66.8724279835
311 342 -154.3209876543
311 418 154.3209876543
311 419 -66.8724279835
311 443 36.0082304527
311 446 -61.7283950617
311 449 36.0082304527
311 472 -154.3209876543
311 473 -66.8724279835
312 150 36.0082304527
312 172 -154.3209876543
312 174 -66.8724279835
312 177 -61.7283950617
312 178 154.3209876543
312 180 -66.8724279835
312 204 36.0082304527
312 281 -154.3209876543
312 282 -66.8724279835
312 285 -61.7283950617
312 287 154.3209876543
312 288 -66.8724279835
312 309 -267.4897119342
312 312 1172.8395061728
312 315 -267.4897119342
312 335 154.3209876543
312 336 -66.8724279835
312 339 -61.7283950617
312 341 -154.3209876543
312 342 -66.8724279835
312 420 36.0082304527
312 442 154.3209876543
312 444 -66.8724279835
312 447 -61.7283950617
312 448 -154.3209876543
312 450 -66.8724279835
312 474 36.0082304527
313 178 -267.4897119342
313 286 -61.7283950617
313 310 -61.7283950617
313 313 781.8930041152
313 316 -61.7283950617
313 340 -61.7283950617
313 448 -267.4897119342
314 179 -61.7283950617
314 287 -267.4897119342
314 311 -61.7283950617
314 314 781.8930041152
314 317 -61.7283950617
314 341 -267.4897119342
314 449 -61.7283950617
315 180 -61.7283950617
315 288 -61.7283950617
315 312 -267.4897119342
315 315 781.8930041152
315 318 -267.4897119342
315 342 -61.7283950617
315 450 -61.7283950617
316 154 -66.8724279835
316 155 -154.3209876543
316 178 -66.8724279835
316 180 -154.3209876543
316 181 -267.4897119342
316 184 -66.8724279835
316 186 154.3209876543
316 208 -66.8724279835
316 209 154.3209876543
316 286 36.0082304527
316 289 -61.7283950617
316 292 36.0082304527
316 313 -61.7283950617
316 316 1172.8395061728
316 319 -61.7283950617
316 340 36.0082304527
316 343 -61.7283950617
316 346 36.0082304527
316 424 -66.8724279835
316 425 154.3209876543
316 448 -66.8724279835
316 450 154.3209876543
316 451 -267.4897119342
316 454 -66.8724279835
316 456 -154.3209876543
316 478 -66.8724279835
316 479 -154.3209876543
317 154 -154.3209876543
317 155 -66.8724279835
317 179 36.0082304527
317 182 -61.7283950617
317 185 36.0082304527
317 208 154.3209876543
317 209 -66.8724279835
317 287 -66.8724279835
317 288 -154.3209876543
317 290 -267.4897119342
317 293 -66.8724279835
317 294 154.3209876543
317 314 -61.7283950617
317 317 1172.8395061728
317 320 -61.7283950617
317 341 -66.8724279835
317 342 154.3209876543
317 344 -267.4897119342
317 347 -66.8724279835
317 348 -154.3209876543
317 424 154.3209876543
317 425 -66.8724279835
317 449 36.0082304527
317 452 -61.7283950617
317 455 36.0082304527
317 478 -154.3209876543
317 479 -66.8724279835
318 156 36.0082304527
318 178 -154.3209876543
318 180 -66.8724279835
318 183 -61.7283950617
318 184 154.3209876543
318 186 -66.8724279835
318 210 36.0082304527
318 287 -154.3209876543
318 288 -66.8724279835
318 291 -61.7283950617
318 293 154.3209876543
318 294 -66.8724279835
318 315 -267.4897119342
318 318 1172.8395061728
318 321 -267.4897119342
318 341 154.3209876543
318 342 -66.8724279835
318 345 -61.7283950617
318 347 -154.3209876543
318 348 -66.8724279835
318 426 36.0082304527
318 448 154.3209876543
318 450 -66.8724279835
318 453 -61.7283950617
318 454 -154.3209876543
318 456 -66.8724279835
318 480 36.0082304527
319 184 -133.7448559671
319 186 -30.8641975309
319 292 -30.8641975309
319 316 -61.7283950617
319 319 390.9465020576
319 346 -30.8641975309
319 454 -133.7448559671
319 456 30.8641975309
320 185 -30.8641975309
320 293 -133.7448559671
320 294 -30.8641975309
320 317 -61.7283950617
320 320 390.9465020576
320 347 -133.7448559671
320 348 30.8641975309
320 455 -30.8641975309
321 184 -72.0164609053
321 186 -30.8641975309
321 293 -72.0164609053
321 294 -30.8641975309
321 318 -267.4897119342
321 321 390.9465020576
321 347 72.0164609053
321 348 -30.8641975309
321 454 72.0164609053
321 456 -30.8641975309
322 160 -33.4362139918
322 161 -77.1604938272
322 162 -10.2880658436
322 187 -133.7448559671
322 189 -72.0164609053
322 190 -66.8724279835
322 192 154.3209876543
322 214 -33.4362139918
322 215 77.1604938272
322 216 -10.2880658436
322 295 -30.8641975309
322 298 36.0082304527
322 322 586.4197530864
322 325 -61.7283950617
322 349 -30.8641975309
322 352 36.0082304527
322 430 -33.4362139918
322 431 77.1604938272
322 432 10.2880658436
322 457 -133.7448559671
322 459 72.0164609053
322 460 -66.8724279835
322 462 -154.3209876543
322 484 -33.4362139918
322 485 -77.1604938272
322 486 10.2880658436
323 160 -77.1604938272
323 161 -33.4362139918
323 162 -10.2880658436
323 188 -30.8641975309
323 191 36.0082304527
323 214 77.1604938272
323 215 -33.4362139918
323 216 10.2880658436
323 296 -133.7448559671
323 297 -72.0164609053
323 299 -66.8724279835
323 300 154.3209876543
323 323 586.4197530864
323 326 -61.7283950617
323 350 -133.7448559671
323 351 72.0164609053
323 353 -66.8724279835
323 354 -154.3209876543
323 430 77.1604938272
323 431 -33.4362139918
323 432 -10.2880658436
323 458 -30.8641975309
323 461 36.0082304527
323 484 -77.1604938272
323 485 -33.4362139918
323 486 10.2880658436
324 160 10.2880658436
324 161 10.2880658436
324 162 18.0041152263
324 187 -30.8641975309
324 189 -30.8641975309
324 190 154.3209876543
324 192 -66.8724279835
324 214 10.2880658436
324 215 -10.2880658436
324 216 18.0041152263
324 296 -30.8641975309
324 297 -30.8641975309
324 299 154.3209876543
324 300 -66.8724279835
324 324 586.4197530864
324 327 -267.4897119342
324 350 30.8641975309
324 351 -30.8641975309
324 353 -154.3209876543
324 354 -66.8724279835
324 430 -10.2880658436
324 431 10.2880658436
324 432 18.0041152263
324 457 30.8641975309
324 459 -30.8641975309
324 460 -154.3209876543
324 462 -66.8724279835
324 484 -10.2880658436
324 485 -10.2880658436
324 486 18.0041152263
325 190 -267.4897119342
325 298 -61.7283950617
325 322 -61.7283950617
325 325 781.8930041152
325 328 -61.7283950617
325 352 -61.7283950617
325 460 -267.4897119342
326 191 -61.7283950617
326 299 -267.4897119342
326 323 -61.7283950617
326 326 781.8930041152
326 329 -61.7283950617
326 353 -267.4897119342
326 461 -61.7283950617
327 192 -61.7283950617
327 300 -61.7283950617
327 324 -267.4897119342
327 327 781.8930041152
327 330 -267.4897119342
327 354 -61.7283950617
327 462 -61.7283950617
328 166 -66.8724279835
328 167 -154.3209876543
328 190 -66.8724279835
328 192 -154.3209876543
328 193 -267.4897119342
328 196 -66.8724279835
328 198 154.3209876543
328 220 -66.8724279835
328 221 154.3209876543
328 298 36.0082304527
328 301 -61.7283950617
328 304 36.0082304527
328 325 -61.7283950617
328 328 1172.8395061728
328 331 -61.7283950617
328 352 36.0082304527
328 355 -61.7283950617
328 358 36.0082304527
328 436 -66.8724279835
328 437 154.3209876543
328 460 -66.8724279835
328 462 154.3209876543
328 463 -267.4897119342
328 466 -66.8724279835
328 468 -154.3209876543
328 490 -66.8724279835
328 491 -154.3209876543
329 166 -154.3209876543
329 167 -66.8724279835
329 191 36.0082304527
329 194 -61.7283950617
329 197 36.0082304527
329 220 154.3209876543
329 221 -66.8724279835
329 299 -66.8724279835
329 300 -154.3209876543
329 302 -267.4897119342
329 305 -66.8724279835
329 306 154.3209876543
329 326 -61.7283950617
329 329 1172.8395061728
329 332 -61.7283950617
329 353 -66.8724279835
329 354 154.3209876543
329 356 -267.4897119342
329 359 -66.8724279835
329 360 -154.3209876543
329 436 154.3209876543
329 437 -66.8724279835
329 461 36.0082304527
329 464 -61.7283950617
329 467 36.0082304527
329 490 -154.3209876543
329 491 -66.8724279835
330 168 36.0082304527
330 190 -154.3209876543
330 192 -66.8724279835
330 195 -61.7283950617
330 196 154.3209876543
330 198 -66.8724279835
330 222 36.0082304527
330 299 -154.3209876543
330 300 -66.8724279835
330 303 -61.7283950617
330 305 154.3209876543
330 306 -66.8724279835
330 327 -267.4897119342
330 330 1172.8395061728
330 333 -267.4897119342
330 353 154.3209876543
330 354 -66.8724279835
330 357 -61.7283950617
330 359 -154.3209876543
330 360 -66.8724279835
330 438 36.0082304527
330 460 154.3209876543
330 462 -66.8724279835
330 465 -61.7283950617
330 466 -154.3209876543
330 468 -66.8724279835
330 492 36.0082304527
331 196 -267.4897119342
331 304 -61.7283950617
331 328 -61.7283950617
331 331 781.8930041152
331 334 -61.7283950617
331 358 -61.7283950617
331 466 -267.4897119342
332 197 -61.7283950617
332 305 -267.4897119342
332 329 -61.7283950617
332 332 781.8930041152
332 335 -61.7283950617
332 359 -267.4897119342
332 467 -61.7283950617
333 198 -61.7283950617
333 306 -61.7283950617
333 330 -267.4897119342
333 333 781.8930041152
333 336 -267.4897119342
333 360 -61.7283950617
333 468 -61.7283950617
334 172 -66.8724279835
334 173 -154.3209876543
334 196 -66.8724279835
334 198 -154.3209876543
334 199 -267.4897119342
334 202 -66.8724279835
334 204 154.3209876543
334 226 -66.8724279835
334 227 154.3209876543
334 304 36.0082304527
334 307 -61.7283950617
334 310 36.0082304527
334 331 -61.7283950617
334 334 1172.8395061728
334 337 -61.7283950617
334 358 36.0082304527
334 361 -61.7283950617
334 364 36.0082304527
334 442 -66.8724279835
334 443 154.3209876543
334 466 -66.8724279835
334 468 154.3209876543
334 469 -267.4897119342
334 472 -66.8724279835
334 474 -154.3209876543
334 496 -66.8724279835
334 497 -154.3209876543
335 172 -154.3209876543
335 173 -66.8724279835
335 197 36.0082304527
335 200 -61.7283950617
335 203 36.0082304527
335 226 154.3209876543
335 227 -66.8724279835
335 305 -66.8724279835
335 306 -154.3209876543
335 308 -267.4897119342
335 311 -66.8724279835
335 312 154.3209876543
335 332 -61.7283950617
335 335 1172.8395061728
335 338 -61.7283950617
335 359 -66.8724279835
335 360 154.3209876543
335 362 -267.4897119342
335 365 -66.8724279835
335 366 -154.3209876543
335 442 154.3209876543
335 443 -66.8724279835
335 467 36.0082304527
335 470 -61.7283950617
335 473 36.0082304527
335 496 -154.3209876543
335 497 -66.8724279835
336 174 36.0082304527
336 196 -154.3209876543
336 198 -66.8724279835
336 201 -61.7283950617
336 202 154.3209876543
336 204 -66.8724279835
336 228 36.0082304527
336 305 -154.3209876543
336 306 -66.8724279835
336 309 -61.7283950617
336 311 154.3209876543
336 312 -66.8724279835
336 333 -267.4897119342
336 336 1172.8395061728
336 339 -267.4897119342
336 359 154.3209876543
336 360 -66.8724279835
336 363 -61.7283950617
336 365 -154.3209876543
336 366 -66.8724279835
336 444 36.0082304527
336 466 154.3209876543
336 468 -66.8724279835
336 471 -61.7283950617
336 472 -154.3209876543
336 474 -66.8724279835
336 498 36.0082304527
337 202 -267.4897119342
337 310 -61.7283950617
337 334 -61.7283950617
337 337 781.8930041152
337 340 -61.7283950617
337 364 -61.7283950617
337 472 -267.4897119342
338 203 -61.7283950617
338 311 -267.4897119342
338 335 -61.7283950617
338 338 781.8930041152
338 341 -61.7283950617
338 365 -267.4897119342
338 473 -61.7283950617
339 204 -61.7283950617
339 312 -61.7283950617
339 336 -267.4897119342
339 339 781.8930041152
339 342 -267.4897119342
339 366 -61.7283950617
339 474 -61.7283950617
340 178 -66.8724279835
340 179 -154.3209876543
340 202 -66.8724279835
340 204 -154.3209876543
340 205 -267.4897119342
340 208 -66.8724279835
340 210 154.3209876543
340 232 -66.8724279835
340 233 154.3209876543
340 310 36.0082304527
340 313 -61.7283950617
340 316 36.0082304527
340 337 -61.7283950617
340 340 1172.8395061728
340 343 -61.7283950617
340 364 36.0082304527
340 367 -61.7283950617
340 370 36.0082304527
340 448 -66.8724279835
340 449 154.3209876543
340 472 -66.8724279835
340 474 154.3209876543
340 475 -267.4897119342
340 478 -66.8724279835
340 480 -154.3209876543
340 502 -66.8724279835
340 503 -154.3209876543
341 178 -154.3209876543
341 179 -66.8724279835
341 203 36.0082304527
341 206 -61.7283950617
341 209 36.0082304527
341 232 154.3209876543
341 233 -66.8724279835
341 311 -66.8724279835
341 312 -154.3209876543
341 314 -267.4897119342
341 317 -66.8724279835
341 318 154.3209876543
341 338 -61.7283950617
341 341 1172.8395061728
341 344 -61.7283950617
341 365 -66.8724279835
341 366 154.3209876543
341 368 -267.4897119342
341 371 -66.8724279835
341 372 -154.3209876543
341 448 154.3209876543
341 449 -66.8724279835
341 473 36.0082304527
341 476 -61.7283950617
341 479 36.0082304527
341 502 -154.3209876543
341 503 -66.8724279835
342 180 36.0082304527
342 202 -154.3209876543
342 204 -66.8724279835
342 207 -61.7283950617
342 208 154.3209876543
342 210 -66.8724279835
342 234 36.0082304527
342 311 -154.3209876543
342 312 -66.8724279835
342 315 -61.7283950617
342 317 154.3209876543
342 318 -66.8724279835
342 339 -267.4897119342
342 342 1172.8395061728
342 345 -267.4897119342
342 365 154.3209876543
342 366 -66.8724279835
342 369 -61.7283950617
342 371 -154.3209876543
342 372 -66.8724279835
342 450 36.0082304527
342 472 154.3209876543
342 474 -66.8724279835
342 477 -61.7283950617
342 478 -154.3209876543
342 480 -66.8724279835
342 504 36.0082304527
